"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2007","29.8",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2008","30.0",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2009","28.7",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2010","28.9",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2011","29.0",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2012","29.1",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2013","29.3",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2014","29.4",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2015","29.5",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2016","29.4",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2017","29.6",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2018","29.7",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","276","DEU","Германия","2019","29.8",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","300","GRC","Греция","2005","28.1",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","300","GRC","Греция","2006","28.6",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","300","GRC","Греция","2007","28.8",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","300","GRC","Греция","2008","28.8",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","300","GRC","Греция","2009","29.0",
"34","Средний возраст женщины при рождении первого ребенка","Средний возраст женщины при рождении первого ребенка","Лет","300","GRC","Греция","2010","29.1",
